Plnt,Purch.doc.,Created on,vendor,POrg,Material,Commodity, Order quantity,GR qty,GR value,  Net price,Curr.,    Per,Mat. doc.,Pstg date,c
p20,po508854,2023-01-03,ssG0010026,sN01,ssG0010026sN014858665,commodity3,48000,44160,67622.21,15313,USD,10000,ss03ss471219,Apr-23,
p20,po509003,2023-01-12,ssG0010026,sN01,ssG0010026sN014858665,commodity9,48000,39840,61010.98,15314,USD,10000,ss03ssssss637ss,Apr-23,
p20,po508181,2023-11-23,ssG0010026,sN01,ssG0010026sN014858677,commodity10,96000,94080,144083.52,15315,USD,10000,ss03ss398ss20,Apr-23,
p20,po508830,2023-12-29,ssG0010026,sN01,ssG0010026sN014858677,commodity7,72000,58320,89322.91,15316,USD,10000,ss03ss411216,Apr-23,
p20,po508830,2023-12-29,ssG0010026,sN01,ssG0010026sN014858677,commodity8,72000,66960,102562.63,15317,USD,10000,ss03ss418938,Apr-23,
p20,po508830,2023-12-29,ssG0010026,sN01,ssG0010026sN014858677,commodity2,72000,69840,106980.91,15318,USD,10000,ss03ss418939,Apr-23,
p20,po508830,2023-12-29,ssG0010026,sN01,ssG0010026sN014858677,commodity8,72000,72000,110296.8,15319,USD,10000,ss03ss4ss7174,Apr-23,
p20,po508830,2023-12-29,ssG0010026,sN01,ssG0010026sN014858677,commodity6,72000,61200,93758.4,15320,USD,10000,ss03ss4ss717ss,Apr-23,
p20,po508854,2023-01-03,ssG0010026,sN01,ssG0010026sN014858677,commodity1,24000,22560,34564.18,15321,USD,10000,ss03ss43890ss,Apr-23,
p20,po509003,2023-01-12,ssG0010026,sN01,ssG0010026sN014858677,commodity6,72000,61920,94873.82,15322,USD,10000,ss03ss447191,Apr-23,
p20,po509003,2023-01-12,ssG0010026,sN01,ssG0010026sN014858677,commodity9,72000,51120,78331.18,15323,USD,10000,ss03ssssss1617,Apr-23,
p20,po509003,2023-01-12,ssG0010026,sN01,ssG0010026sN014858677,commodity3,72000,58320,89369.57,15324,USD,10000,ss03ssss18333,Apr-23,
p20,po508264,2023-11-28,ssG0010026,sN01,ssG0010026sN014858708,commodity9,240000,180000,192690,10705,USD,10000,ss03ss398ss22,Apr-23,
p20,po508264,2023-11-28,ssG0010026,sN01,ssG0010026sN014858708,commodity7,240000,228000,244096.8,10706,USD,10000,ss03ss41121ss,Apr-23,
p20,po508830,2023-12-29,ssG0010026,sN01,ssG0010026sN014858708,commodity5,48000,47040,50365.73,10707,USD,10000,ss03ss419764,Apr-23,
p20,po508854,2023-01-03,ssG0010026,sN01,ssG0010026sN014858708,commodity2,264000,232320,248768.26,10708,USD,10000,ss03ss41976ss,Apr-23,
p20,po508854,2023-01-03,ssG0010026,sN01,ssG0010026sN014858708,commodity3,264000,245520,262927.37,10709,USD,10000,ss03ss4ss8291,Apr-23,
p20,po509003,2023-01-12,ssG0010026,sN01,ssG0010026sN014858708,commodity7,504000,433440,417402.72,9630,USD,10000,ss03ss4ss6917,Apr-23,
p20,po509003,2023-01-12,ssG0010026,sN01,ssG0010026sN014858708,commodity10,504000,388080,373759.85,9631,USD,10000,ss03ss4708ss8,Apr-23,
p20,po509003,2023-01-12,ssG0010026,sN01,ssG0010026sN014858708,commodity9,504000,443520,427198.46,9632,USD,10000,ss03ssssss1618,Apr-23,
p20,po5091po,2023-01-19,ssG0010026,sN01,ssG0010026sN014858708,commodity8,192000,167040,160909.63,9633,USD,10000,ss03ssssss6374,Apr-23,
p20,po509003,2023-01-12,ssG0010026,sN01,ssG0010026sN014858708,commodity8,504000,458640,441853.78,9634,USD,10000,ss03ssssss6373,Apr-23,
p20,po509197,2023-01-24,ssG0010026,sN01,ssG0010026sN014858708,commodity4,240000,180000,173430,9635,USD,10000,ss03ssssss7206,Apr-23,
p20,po5091po,2023-01-19,ssG0010026,sN01,ssG0010026sN014858708,commodity7,192000,188160,181310.98,9636,USD,10000,ss03ssssss720ss,Apr-23,
p20,po5084po,2023-12-08,sSG0010120,sN01,sSG0010120sN01SA0210100A1,commodity1,84000,76440,43853.63,5737,USD,10000,ss03ss418931,Apr-23,
p20,po508629,2023-12-18,sSG0010120,sN01,sSG0010120sN01SA0210100A1,commodity7,84000,76440,43861.27,5738,USD,10000,ss03ss441974,Apr-23,
p20,po508683,2023-12-22,sSG0010120,sN01,sSG0010120sN01SA0210100A1,commodity3,84000,68040,39048.16,5739,USD,10000,ss03ss4847ss0,Apr-23,
p20,po5084po,2023-12-08,sSG0010120,sN01,sSG0010120sN01SA0296500A1,commodity2,84000,62160,100326.24,16140,USD,10000,ss03ss418933,Apr-23,
p20,po508629,2023-12-18,sSG0010120,sN01,sSG0010120sN01SA0296500A1,commodity6,82000,77900,125738.39,16141,USD,10000,ss03ss441974,Apr-23,
p20,po508683,2023-12-22,sSG0010120,sN01,sSG0010120sN01SA0296500A1,commodity4,84000,64680,104406.46,16142,USD,10000,ss03ss4847ss0,Apr-23,
p20,po5084po,2023-12-08,sSG0010120,sN01,sSG0010120sN01SA047WLN0A0,commodity7,82000,80360,95170.35,11843,USD,10000,ss03ss418931,Apr-23,
p20,po508629,2023-12-18,sSG0010120,sN01,sSG0010120sN01SA047WLN0A0,commodity2,82000,69700,82552.68,11844,USD,10000,ss03ss441974,Apr-23,
p20,po508683,2023-12-22,sSG0010120,sN01,sSG0010120sN01SA047WLN0A0,commodity1,84000,72240,85568.28,11845,USD,10000,ss03ss4847ss0,Apr-23,
p20,po508629,2023-12-18,sSG0010120,sN01,sSG0010120sN01SA0M89090A0,commodity8,80000,72000,78091.2,10846,USD,10000,ss03ss418932,Apr-23,
p20,po508683,2023-12-22,sSG0010120,sN01,sSG0010120sN01SA0M89090A0,commodity2,84000,61320,66513.8,10847,USD,10000,ss03ss441970,Apr-23,
p20,po508683,2023-12-22,sSG0010120,sN01,sSG0010120sN01SA0MSM890A0,commodity1,84000,68040,248672.59,36548,USD,10000,ss03ss4847ss0,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012320121,commodity3,345000,248400,95691.13,3852.3,USD,10000,ss03ss397137,Apr-23,
p20,po510184,2023-04-03,sSG0010338,sN01,sSG0010338sN012320121,commodity6,15000,10800,4161.56,3853.3,USD,10000,ss03ssssss1774,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012320522,commodity5,200000,196000,75614.84,3857.9,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012320522,commodity7,150000,117000,45149.13,3858.9,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012320522,commodity1,150000,129000,49792.71,3859.9,USD,10000,ss03ssss61743,Apr-23,
p20,po507590,2023-10-26,sSG0010338,sN01,sSG0010338sN012320522,commodity2,50000,47000,18146.23,3860.9,USD,10000,ss03ssssss6376,Apr-23,
p20,po507590,2023-10-26,sSG0010338,sN01,sSG0010338sN012320522,commodity1,50000,40000,15447.6,3861.9,USD,10000,ss03ssssss6376,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012322009,commodity2,10950000,10950000,4225933.5,3859.3,USD,10000,ss03ss397146,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012322009,commodity10,10950000,9417000,3635244.51,3860.3,USD,10000,ss03ss4ss8367,Apr-23,
p20,po510184,2023-04-03,sSG0010338,sN01,sSG0010338sN012322009,commodity6,1395000,1060200,409375.03,3861.3,USD,10000,ss03ssssss1774,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012322013,commodity1,13900000,10425000,4026447.75,3862.3,USD,10000,ss03ss4ss829ss,Apr-23,
p20,po507590,2023-10-26,sSG0010338,sN01,sSG0010338sN012322013,commodity2,2100000,1680000,649034.4,3863.3,USD,10000,ss03ssssss6376,Apr-23,
p20,po507590,2023-10-26,sSG0010338,sN01,sSG0010338sN012322013,commodity7,1300000,1066000,411934.38,3864.3,USD,10000,ss03ssssss6376,Apr-23,
p20,po507590,2023-10-26,sSG0010338,sN01,sSG0010338sN012322013,commodity1,1850000,1850000,715080.5,3865.3,USD,10000,ss03ssssss6376,Apr-23,
p20,po507590,2023-10-26,sSG0010338,sN01,sSG0010338sN012322013,commodity4,1450000,1319500,510158.29,3866.3,USD,10000,ss03ssssss6376,Apr-23,
p20,po507590,2023-10-26,sSG0010338,sN01,sSG0010338sN012322013,commodity3,1950000,1384500,535427.69,3867.3,USD,10000,ss03ssssss6376,Apr-23,
p20,po507590,2023-10-26,sSG0010338,sN01,sSG0010338sN012322013,commodity7,1950000,1950000,754318.5,3868.3,USD,10000,ss03ssssss6376,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012322013,commodity8,13900000,12788000,4948060.84,3869.3,USD,10000,ss03ss4ss6987,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322017,commodity1,4455000,3519450,1362132.73,3870.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322017,commodity7,3375000,2666250,1032185.36,3871.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322017,commodity2,2475000,2128500,824219.06,3872.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322017,commodity10,1995000,1695750,656814.85,3873.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322017,commodity1,1635000,1226250,475086.04,3874.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322017,commodity1,735000,661500,256351.1,3875.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322017,commodity5,2730000,2484300,962989.21,3876.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322021,commodity2,6525000,4959000,1922753.07,3877.3,USD,10000,ss03ss397137,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322021,commodity9,11730000,9735900,3775874.1,3878.3,USD,10000,ss03ss461662,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322021,commodity4,9465000,7004100,2717100.51,3879.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322021,commodity10,9540000,7822800,3035481.08,3880.3,USD,10000,ss03ss483478,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322021,commodity4,4560000,4332000,1681379.16,3881.3,USD,10000,ss03ss483478,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322021,commodity6,1830000,1518900,589682.55,3882.3,USD,10000,ss03ss464204,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322021,commodity8,5625000,5568750,2162512.69,3883.3,USD,10000,ss03ss464204,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322025,commodity7,1740000,1548600,601816.93,3886.2,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322025,commodity6,1605000,1396350,542789.17,3887.2,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322025,commodity4,135000,102600,39892.93,3888.2,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012322025,commodity2,2205000,2182950,848992.91,3889.2,USD,10000,ss03ssss61743,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012322029,commodity6,18645000,15102450,5872285.63,3888.3,USD,10000,ss03ss397146,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012322029,commodity1,18645000,13797300,5366183.89,3889.3,USD,10000,ss03ss4ss8367,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012322029,commodity1,18645000,18272100,7108395.06,3890.3,USD,10000,ss03ss4090ss7,Apr-23,
p20,po506864,2023-09-05,sSG0010338,sN01,sSG0010338sN012351009,commodity2,52050000,49447500,19249911.75,3893,USD,10000,ss03ss407763,Apr-23,
p20,po506864,2023-09-05,sSG0010338,sN01,sSG0010338sN012351009,commodity3,53350000,51749500,20151255.3,3894,USD,10000,ss03ss407763,Apr-23,
p20,po506895,2023-09-07,sSG0010338,sN01,sSG0010338sN012351009,commodity9,4100000,2993000,1165773.5,3895,USD,10000,ss03ss407764,Apr-23,
p20,po506864,2023-09-05,sSG0010338,sN01,sSG0010338sN012351009,commodity2,52050000,44763000,17439664.8,3896,USD,10000,ss03ssss37014,Apr-23,
p20,po506864,2023-09-05,sSG0010338,sN01,sSG0010338sN012351009,commodity10,52050000,37996500,14807236.05,3897,USD,10000,ss03ss470247,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351017,commodity2,3700000,2738000,1067217.64,3897.8,USD,10000,ss03ss480767,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351017,commodity3,3700000,3478000,1356002.64,3898.8,USD,10000,ss03ss4641ss0,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351025,commodity4,550000,429000,167653.2,3908,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351025,commodity10,800000,576000,225158.4,3909,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351025,commodity8,950000,950000,371450,3910,USD,10000,ss03ssss61743,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351106,commodity1,8870000,7539500,2964079.03,3931.4,USD,10000,ss03ss419778,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351106,commodity3,8870000,6652500,2616029.1,3932.4,USD,10000,ss03ss419782,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351107,commodity3,300000,213000,83140.29,3903.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351107,commodity5,100000,89000,34748.27,3904.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351107,commodity7,250000,182500,71271.73,3905.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351107,commodity10,100000,74000,28906.62,3906.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351107,commodity1,350000,287000,112139.51,3907.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351107,commodity6,50000,43000,16805.69,3908.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351107,commodity8,100000,88000,34401.84,3909.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507706,2023-10-31,sSG0010338,sN01,sSG0010338sN012351107,commodity2,150000,142500,55721.78,3910.3,USD,10000,ss03ssssss7134,Apr-23,
p20,po507706,2023-10-31,sSG0010338,sN01,sSG0010338sN012351107,commodity3,150000,150000,58669.5,3911.3,USD,10000,ss03ssssss7134,Apr-23,
p20,po510184,2023-04-03,sSG0010338,sN01,sSG0010338sN012351107,commodity1,500000,355000,138886.65,3912.3,USD,10000,ss03ssssss7133,Apr-23,
p20,po507590,2023-10-26,sSG0010338,sN01,sSG0010338sN012351107,commodity10,150000,132000,51655.56,3913.3,USD,10000,ss03ssssss6376,Apr-23,
p20,po507590,2023-10-26,sSG0010338,sN01,sSG0010338sN012351107,commodity9,200000,174000,68108.82,3914.3,USD,10000,ss03ssssss6376,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351109,commodity9,5640000,3948000,1557367.56,3944.7,USD,10000,ss03ss419782,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351117,commodity4,1990000,1810900,714544.92,3945.8,USD,10000,ss03ss419778,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351135,commodity9,550000,528000,206939.04,3919.3,USD,10000,ss03ss461662,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351135,commodity2,650000,494000,193662.82,3920.3,USD,10000,ss03ss461662,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351135,commodity3,2250000,1845000,723479.85,3921.3,USD,10000,ss03ss4ss8347,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351135,commodity5,150000,136500,53539.4,3922.3,USD,10000,ss03ss4ss8261,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351135,commodity3,100000,86000,33740.38,3923.3,USD,10000,ss03ss4ss8261,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351135,commodity7,2250000,1575000,618077.25,3924.3,USD,10000,ss03ss464203,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351135,commodity9,2250000,1665000,653562.45,3925.3,USD,10000,ss03ss4ss696ss,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351160,commodity5,195000,152100,59688.6,3924.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351160,commodity10,900000,747000,293219.91,3925.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351160,commodity7,735000,617400,242409.76,3926.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351160,commodity6,705000,542850,213193.48,3927.3,USD,10000,ss03ssss61743,Apr-23,
p20,po507590,2023-10-26,sSG0010338,sN01,sSG0010338sN012351160,commodity8,180000,163800,64345.55,3928.3,USD,10000,ss03ssssss6376,Apr-23,
p20,po507590,2023-10-26,sSG0010338,sN01,sSG0010338sN012351160,commodity7,240000,218400,85815.91,3929.3,USD,10000,ss03ssssss6376,Apr-23,
p20,po507590,2023-10-26,sSG0010338,sN01,sSG0010338sN012351160,commodity3,240000,189600,74518.49,3930.3,USD,10000,ss03ssssss6376,Apr-23,
p20,po507590,2023-10-26,sSG0010338,sN01,sSG0010338sN012351160,commodity8,255000,209100,82203.48,3931.3,USD,10000,ss03ssssss6376,Apr-23,
p20,po507590,2023-10-26,sSG0010338,sN01,sSG0010338sN012351160,commodity3,45000,42300,16633.63,3932.3,USD,10000,ss03ssssss6376,Apr-23,
p20,po507590,2023-10-26,sSG0010338,sN01,sSG0010338sN012351160,commodity10,225000,159750,62834.47,3933.3,USD,10000,ss03ssssss6376,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351160,commodity8,4590000,3258900,1282149.03,3934.3,USD,10000,ss03ss4ss696ss,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351171,commodity2,430000,322500,127913.18,3966.3,USD,10000,ss03ss419780,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351171,commodity9,430000,374100,148416.69,3967.3,USD,10000,ss03ss419780,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351171,commodity1,1750000,1347500,534728.43,3968.3,USD,10000,ss03ss419779,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351171,commodity10,8870000,8603900,3415146.03,3969.3,USD,10000,ss03ss419782,Apr-23,
p20,po510184,2023-04-03,sSG0010338,sN01,sSG0010338sN012351178,commodity4,375000,348750,137383.09,3939.3,USD,10000,ss03ssss370ss4,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351257,commodity6,34650000,28759500,11336419.71,3941.8,USD,10000,ss03ss4ss8347,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351257,commodity5,34650000,30492000,12022385.76,3942.8,USD,10000,ss03ssss61742,Apr-23,
p20,po509715,2023-03-08,sSG0010338,sN01,sSG0010338sN012351268,commodity10,8450000,8196500,3233355.32,3944.8,USD,10000,ss03ssssss2860,Apr-23,
p20,po509715,2023-03-08,sSG0010338,sN01,sSG0010338sN012351268,commodity10,8450000,7943000,3134148.94,3945.8,USD,10000,ss03ssssss7130,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351268,commodity4,4750000,4512500,1780993.5,3946.8,USD,10000,ss03ssssss177ss,Apr-23,
p20,po509855,2023-03-15,sSG0010338,sN01,sSG0010338sN012351268,commodity5,100000,95000,37504.1,3947.8,USD,10000,ss03ss464177,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351269,commodity3,4760000,4569600,1821899.52,3987,USD,10000,ss03ss398390,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351269,commodity9,4450000,4094000,1632687.2,3988,USD,10000,ss03ss49ss666,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351269,commodity5,6400000,6336000,2527430.4,3989,USD,10000,ss03ss49ss666,Apr-23,
p20,po507901,2023-11-09,sSG0010338,sN01,sSG0010338sN012351273,commodity1,6480000,4665600,1844404.99,3953.2,USD,10000,ss03ss4077ss9,Apr-23,
p20,po507901,2023-11-09,sSG0010338,sN01,sSG0010338sN012351273,commodity5,6480000,5508000,2177973.36,3954.2,USD,10000,ss03ssssss6822,Apr-23,
p20,po507332,2023-10-06,sSG0010338,sN01,sSG0010338sN012351280,commodity3,2320000,2296800,911347.27,3967.9,USD,10000,ss03ss44992ss,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351280,commodity7,4120000,4037600,1602483.06,3968.9,USD,10000,ss03ssssss6824,Apr-23,
p20,po507332,2023-10-06,sSG0010338,sN01,sSG0010338sN012351280,commodity6,2320000,1948800,773654.11,3969.9,USD,10000,ss03ssssss682ss,Apr-23,
p20,po507332,2023-10-06,sSG0010338,sN01,sSG0010338sN012351305,commodity10,3780000,3213000,1271769.66,3958.2,USD,10000,ss03ss44992ss,Apr-23,
p20,po507901,2023-11-09,sSG0010338,sN01,sSG0010338sN012351311,commodity5,7280000,5751200,2274427.06,3954.7,USD,10000,ss03ss449922,Apr-23,
p20,po507901,2023-11-09,sSG0010338,sN01,sSG0010338sN012351311,commodity7,8120000,7632800,3019306.7,3955.7,USD,10000,ss03ss449922,Apr-23,
p20,po507901,2023-11-09,sSG0010338,sN01,sSG0010338sN012351311,commodity1,420000,420000,166181.4,3956.7,USD,10000,ss03ss449922,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351314,commodity6,21885000,15538350,6154118.9,3960.6,USD,10000,ss03ss409226,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351314,commodity6,21885000,19477650,7716265.82,3961.6,USD,10000,ss03ss397138,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351314,commodity1,21885000,19258800,7631492.09,3962.6,USD,10000,ss03ss4ss8288,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351317,commodity9,880000,651200,258396.16,3968,USD,10000,ss03ssss370ss0,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351317,commodity6,12780000,9840600,3905734.14,3969,USD,10000,ss03ssss370ss1,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351317,commodity2,300000,216000,85752,3970,USD,10000,ss03ssss370ss0,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351317,commodity3,1140000,855000,339520.5,3971,USD,10000,ss03ssss370ss0,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351317,commodity3,550000,401500,159475.8,3972,USD,10000,ss03ssss36916,Apr-23,
p20,po508767,2023-12-25,sSG0010338,sN01,sSG0010338sN012351317,commodity6,80000,64800,25745.04,3973,USD,10000,ss03ssss370ss2,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351327,commodity6,1170000,1041300,413521.06,3971.2,USD,10000,ss03ss397143,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351327,commodity9,480000,350400,139185.89,3972.2,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351327,commodity6,525000,430500,171046.26,3973.2,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351327,commodity2,660000,534600,212460.73,3974.2,USD,10000,ss03ssss61743,Apr-23,
p20,po507737,2023-11-02,sSG0010338,sN01,sSG0010338sN012351327,commodity4,30000,28500,11329.32,3975.2,USD,10000,ss03ssss61743,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351339,commodity3,1104000,783840,313473.29,3999.2,USD,10000,ss03ss464229,Apr-23,
p20,po508291,2023-11-30,sSG0010338,sN01,sSG0010338sN012351355,commodity2,90000,89100,35836.02,4022,USD,10000,ss03ss4ss6989,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351355,commodity6,495000,435600,175241.88,4023,USD,10000,ss03ss4ss6962,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351373,commodity3,17520000,12614400,5026207.68,3984.5,USD,10000,ss03ss407762,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351373,commodity8,240000,208800,83217.24,3985.5,USD,10000,ss03ss449924,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351373,commodity4,920000,874000,348420.1,3986.5,USD,10000,ss03ss449924,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351373,commodity9,360000,270000,107662.5,3987.5,USD,10000,ss03ss449924,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351373,commodity5,920000,883200,352264.32,3988.5,USD,10000,ss03ss449924,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351373,commodity3,240000,232800,92875.56,3989.5,USD,10000,ss03ss449924,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351373,commodity3,240000,189600,75659.88,3990.5,USD,10000,ss03ss449924,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351373,commodity8,17520000,13665600,5454624.24,3991.5,USD,10000,ss03ss449923,Apr-23,
p20,po509605,2023-03-07,sSG0010338,sN01,sSG0010338sN012351373,commodity6,17520000,15417600,6155476.8,3992.5,USD,10000,ss03ss474342,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351373,commodity1,920000,708400,282899.54,3993.5,USD,10000,ss03ss4ss6919,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351373,commodity6,80000,64000,25564.8,3994.5,USD,10000,ss03ss4ss6919,Apr-23,
p20,po508709,2023-12-22,sSG0010338,sN01,sSG0010338sN012351373,commodity5,920000,846400,338179.12,3995.5,USD,10000,ss03ss4ss6919,Apr-23,
